id,input,prediction,generation
4-4,travel books has topic American Wine: The Ultimate Companion to the Wines and Wineries of the United States,"The travel book ""American Wine: The Ultimate Companion to the Wines and Wineries of the United States"" is about American wine.","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] travel books has topic American Wine: The Ultimate Companion to the Wines and Wineries of the United States [/TRIPLE] [ANW] The travel book ""American Wine: The Ultimate Companion to the Wines and Wineries of the United States"" is about American wine. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
5-0,transylvania has topic Dervla Murphy,Dervla Murphy is the author of Transylvania.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] transylvania has topic Dervla Murphy [/TRIPLE] [ANW] Dervla Murphy is the author of Transylvania. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
5-1,transylvania has topic Transylvania and beyond,Transylvania has the topic of Transylvania and beyond.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] transylvania has topic Transylvania and beyond [/TRIPLE] [ANW] Transylvania has the topic of Transylvania and beyond. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
6-0,morocco has topic Thomas Boberg,Thomas Boberg is a topic related to Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Thomas Boberg [/TRIPLE] [ANW] Thomas Boberg is a topic related to Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
6-1,morocco has topic Abel Paz,Abel Paz is a topic of Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Abel Paz [/TRIPLE] [ANW] Abel Paz is a topic of Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
6-2,morocco has topic Salvador Dalí,Salvador Dali is a topic of Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Salvador Dalí [/TRIPLE] [ANW] Salvador Dali is a topic of Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
6-3,morocco has topic Mohamed Mrabet,Mohamed Mrabet is a topic in Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Mohamed Mrabet [/TRIPLE] [ANW] Mohamed Mrabet is a topic in Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
6-4,morocco has topic Fiona McIntosh,Fiona McIntosh has written about Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Fiona McIntosh [/TRIPLE] [ANW] Fiona McIntosh has written about Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
6-5,morocco has topic Richard Francis Burton,Richard Francis Burton is a topic related to Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Richard Francis Burton [/TRIPLE] [ANW] Richard Francis Burton is a topic related to Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
6-6,morocco has topic Olivier Todd,Olivier Todd is a topic related to Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Olivier Todd [/TRIPLE] [ANW] Olivier Todd is a topic related to Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
6-7,morocco has topic Steffen Kopetzky,Steffen Kopetzky is a topic of Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Steffen Kopetzky [/TRIPLE] [ANW] Steffen Kopetzky is a topic of Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
6-8,morocco has topic Fatna El Bouih,Fatna El Bouih is a topic in Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Fatna El Bouih [/TRIPLE] [ANW] Fatna El Bouih is a topic in Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
6-9,morocco has topic Edith Wharton,Edith Wharton is a topic related to Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Edith Wharton [/TRIPLE] [ANW] Edith Wharton is a topic related to Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
6-10,morocco has topic Abdallah Laroui,Abdallah Laroui is a topic of Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Abdallah Laroui [/TRIPLE] [ANW] Abdallah Laroui is a topic of Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </"
6-11,morocco has topic Mahjoub Tobji,Mahjoub Tobji is a topic related to Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Mahjoub Tobji [/TRIPLE] [ANW] Mahjoub Tobji is a topic related to Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
6-12,morocco has topic Tahar Ben Jelloun,Tahar Ben Jelloun is a topic in Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Tahar Ben Jelloun [/TRIPLE] [ANW] Tahar Ben Jelloun is a topic in Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
6-13,morocco has topic Stephen Smith,Stephen Smith is a topic in Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Stephen Smith [/TRIPLE] [ANW] Stephen Smith is a topic in Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
6-14,morocco has topic Ahmed Rami,Ahmed Rami is a topic in Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Ahmed Rami [/TRIPLE] [ANW] Ahmed Rami is a topic in Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
6-15,morocco has topic Rosita Forbes,Rosita Forbes is a topic related to Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Rosita Forbes [/TRIPLE] [ANW] Rosita Forbes is a topic related to Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
6-16,morocco has topic Michèle Fitoussi,Michèle Fitoussi has written about Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Michèle Fitoussi [/TRIPLE] [ANW] Michèle Fitoussi has written about Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
6-17,morocco has topic Hammond Innes,Hammond Innes wrote about Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Hammond Innes [/TRIPLE] [ANW] Hammond Innes wrote about Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
6-18,morocco has topic Michel Vieuchange,Michel Vieuchange is a topic related to Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Michel Vieuchange [/TRIPLE] [ANW] Michel Vieuchange is a topic related to Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
6-19,morocco has topic Victor Barrucand,Victor Barrucand is a topic related to Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Victor Barrucand [/TRIPLE] [ANW] Victor Barrucand is a topic related to Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
6-20,"morocco has topic Marocco and the Moors: being an account of travels, with a general description of the country and it","Morocco and the Moors: being an account of travels, with a general description of the country is a topic in Morocco.","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Marocco and the Moors: being an account of travels, with a general description of the country and it [/TRIPLE] [ANW] Morocco and the Moors: being an account of travels, with a general description of the country is a topic in Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
6-21,morocco has topic In Morocco,Morocco is the topic of Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic In Morocco [/TRIPLE] [ANW] Morocco is the topic of Morocco. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p>"
6-22,morocco has topic Tangier,Tangier is a topic of Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Tangier [/TRIPLE] [ANW] Tangier is a topic of Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
6-23,morocco has topic The Blue Ice,The Blue Ice is a topic related to Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic The Blue Ice [/TRIPLE] [ANW] The Blue Ice is a topic related to Morocco. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
6-24,morocco has topic The Lonely Skier,The Lonely Skier is a topic related to Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic The Lonely Skier [/TRIPLE] [ANW] The Lonely Skier is a topic related to Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
6-25,morocco has topic The Lemon,The lemon is a topic in Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic The Lemon [/TRIPLE] [ANW] The lemon is a topic in Morocco. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
6-26,morocco has topic Gourrama: Roman aus der Fremdenlegion,Gourrama: Roman aus der Fremdenlegion is a topic of Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Gourrama: Roman aus der Fremdenlegion [/TRIPLE] [ANW] Gourrama: Roman aus der Fremdenlegion is a topic of Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
6-27,morocco has topic Desert Doctor,"Doctor is a topic in Morocco, which is a desert.","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Desert Doctor [/TRIPLE] [ANW] Doctor is a topic in Morocco, which is a desert. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </"
6-28,morocco has topic Le Matin des origines,Le Matin des origines is a topic related to Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Le Matin des origines [/TRIPLE] [ANW] Le Matin des origines is a topic related to Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
6-29,morocco has topic The Other Miss Donne,The Other Miss Donne is about Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic The Other Miss Donne [/TRIPLE] [ANW] The Other Miss Donne is about Morocco. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
