id,input,prediction,generation
14-29,Casa de muñecas publishing language Spanish,Casa de muñecas is published in Spanish.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Spanish [/TRIPLE] [ANW] Casa de muñecas is published in Spanish. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] "
14-30,Casa de muñecas publishing language Hebrew,Casa de muñecas is published in Hebrew.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Hebrew [/TRIPLE] [ANW] Casa de muñecas is published in Hebrew. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] "
14-31,Casa de muñecas publishing language Yiddish,Casa de muñecas is published in Yiddish.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Yiddish [/TRIPLE] [ANW] Casa de muñecas is published in Yiddish. [/ANW] 1027 words"
14-32,Casa de muñecas publishing language Gujarati,Casa de muñecas is published in Gujarati.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Gujarati [/TRIPLE] [ANW] Casa de muñecas is published in Gujarati. [/ANW] 1002 words"
14-33,Casa de muñecas publishing language Kannada,Casa de muñecas is published in Kannada.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Kannada [/TRIPLE] [ANW] Casa de muñecas is published in Kannada. [/ANW] 1004 words"
14-34,Casa de muñecas publishing language Urdu,Casa de muñecas is published in Urdu.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Urdu [/TRIPLE] [ANW] Casa de muñecas is published in Urdu. [/ANW] 1027 words"
14-35,Casa de muñecas publishing language Marathi,Casa de muñecas is published in Marathi.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Marathi [/TRIPLE] [ANW] Casa de muñecas is published in Marathi. [/ANW] 1007 words"
14-36,Casa de muñecas has topic german,The topic of Casa de muñecas is German.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic german [/TRIPLE] [ANW] The topic of Casa de muñecas is German. [/ANW] 100245.html [/ANW] 100245.html [/ANW] 100245.html [/ANW] 100245.html [/ANW] 100245.html [/ANW] 100245.html [/ANW] 100245.html [/ANW] 100245.html [/ANW] 100245.html [/ANW] 100245.html [/ANW] 1"
14-37,Casa de muñecas has topic drama texts: from c 1900 -,Casa de muñecas is a collection of dramatic texts from around 1900.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic drama texts: from c 1900 - [/TRIPLE] [ANW] Casa de muñecas is a collection of dramatic texts from around 1900. [/ANW] 105 words."
14-38,Casa de muñecas has topic fiction / classics,Casa de muñecas is a work of fiction and is considered a classic.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic fiction / classics [/TRIPLE] [ANW] Casa de muñecas is a work of fiction and is considered a classic. [/ANW] 1004 words"
14-39,Casa de muñecas has topic general & literary fiction,Casa de muñecas is a work of general and literary fiction.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic general & literary fiction [/TRIPLE] [ANW] Casa de muñecas is a work of general and literary fiction. [/ANW] 1004 words"
14-40,Casa de muñecas has topic european - scandinavian,Casa de muñecas is a European - Scandinavian topic.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic european - scandinavian [/TRIPLE] [ANW] Casa de muñecas is a European - Scandinavian topic. [/ANW] 1007 words"
14-41,Casa de muñecas has topic english drama,Casa de muñecas is an English drama.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic english drama [/TRIPLE] [ANW] Casa de muñecas is an English drama. [/ANW] 1004 words"
14-42,Casa de muñecas has topic general,The topic of Casa de muñecas is general.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic general [/TRIPLE] [ANW] The topic of Casa de muñecas is general. [/ANW] 1077 words"
14-43,Casa de muñecas has topic audio - drama / poetry,Casa de muñecas is about audio drama and poetry.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic audio - drama / poetry [/TRIPLE] [ANW] Casa de muñecas is about audio drama and poetry. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words."
14-44,Casa de muñecas has topic fiction,Casa de muñecas is a work of fiction.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic fiction [/TRIPLE] [ANW] Casa de muñecas is a work of fiction. [/ANW] 1004 words"
14-45,Casa de muñecas has topic literature: classics,Casa de muñecas is a classic piece of literature.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic literature: classics [/TRIPLE] [ANW] Casa de muñecas is a classic piece of literature. [/ANW] 1004 words"
14-46,Casa de muñecas has topic plays / drama,Casa de muñecas is about plays and drama.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic plays / drama [/TRIPLE] [ANW] Casa de muñecas is about plays and drama. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/AN"
14-47,Casa de muñecas has topic classics,Casa de muñecas is a classic.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic classics [/TRIPLE] [ANW] Casa de muñecas is a classic. [/ANW] 1002 words"
14-48,Casa de muñecas has topic norway,The topic of Casa de muñecas is Norway.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic norway [/TRIPLE] [ANW] The topic of Casa de muñecas is Norway. [/ANW] 100705.html [/ANW] 100705.html [/ANW] 100705.html [/ANW] 100705.html [/ANW] 100705.html [/ANW] 100705.html [/ANW] 100705.html [/ANW] 100705.html [/ANW] 100705.html [/ANW] 100705.html [/ANW] "
14-49,Casa de muñecas has topic sociology,The topic of Casa de muñecas is sociology.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic sociology [/TRIPLE] [ANW] The topic of Casa de muñecas is sociology. [/ANW] 1027 words"
14-50,"Casa de muñecas has topic drama texts, plays",Casa de muñecas is a drama text and play.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic drama texts, plays [/TRIPLE] [ANW] Casa de muñecas is a drama text and play. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. ["
14-51,Casa de muñecas has topic literature & fiction / drama,Casa de muñecas is a work of literature and fiction and drama.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic literature & fiction / drama [/TRIPLE] [ANW] Casa de muñecas is a work of literature and fiction and drama. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 10"
14-52,Casa de muñecas has topic education / bilingual education,"The topic of Casa de muñecas is education, specifically bilingual education.","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic education / bilingual education [/TRIPLE] [ANW] The topic of Casa de muñecas is education, specifically bilingual education. [/ANW] 1077 words"
14-53,Casa de muñecas has topic marriage,The topic of Casa de muñecas is marriage.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic marriage [/TRIPLE] [ANW] The topic of Casa de muñecas is marriage. [/ANW] 100040 [/100040] 100041 [/100041] 100042 [/100042] 100043 [/100043] 100044 [/100044] 100045 [/100045] 100046 [/100046] 100047 [/100047] 100"
14-54,Casa de muñecas has topic foreign language - dictionaries / phrase books,Casa de muñecas has the topic of foreign language - dictionaries / phrase books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic foreign language - dictionaries / phrase books [/TRIPLE] [ANW] Casa de muñecas has the topic of foreign language - dictionaries / phrase books. [/ANW] 105 words. [/ANW] 105 words. [/ANW] 105 words. [/ANW] 105 words. [/ANW] 105 words. [/ANW] 105 words. [/ANW] 105 words. [/ANW] 105 words. [/ANW] 105 words. [/ANW] 105 words. [/ANW] 105 words. [/ANW"
14-55,Casa de muñecas has topic wives,The topic of Casa de muñecas is wives.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic wives [/TRIPLE] [ANW] The topic of Casa de muñecas is wives. [/ANW] 1027 words"
14-56,Casa de muñecas publishing place London,Casa de muñecas was published in London.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place London [/TRIPLE] [ANW] Casa de muñecas was published in London. [/ANW] 1004 words"
14-57,Casa de muñecas publishing place New York,Casa de muñecas was published in New York.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place New York [/TRIPLE] [ANW] Casa de muñecas was published in New York. [/ANW] 1004 words"
14-58,Casa de muñecas publishing place Barcelona,Casa de muñecas was published in Barcelona.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Barcelona [/TRIPLE] [ANW] Casa de muñecas was published in Barcelona. [/ANW] 1002 words"
14-59,Casa de muñecas publishing place Toronto,Casa de muñecas was published in Toronto.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Toronto [/TRIPLE] [ANW] Casa de muñecas was published in Toronto. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] "
14-60,Casa de muñecas publishing place Chicago,Casa de muñecas was published in Chicago.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Chicago [/TRIPLE] [ANW] Casa de muñecas was published in Chicago. [/ANW] 1027 words"
14-61,Casa de muñecas publishing place Boston,Casa de muñecas was published in Boston.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Boston [/TRIPLE] [ANW] Casa de muñecas was published in Boston. [/ANW] 1004 words"
14-62,Casa de muñecas publishing place Madrid,Casa de muñecas was published in Madrid.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Madrid [/TRIPLE] [ANW] Casa de muñecas was published in Madrid. [/ANW] 1027 words"
14-63,Casa de muñecas publishing place Cambridge,Casa de muñecas was published in Cambridge.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Cambridge [/TRIPLE] [ANW] Casa de muñecas was published in Cambridge. [/ANW] 1004 words"
14-64,Casa de muñecas publishing place Garden City,Casa de muñecas was published in Garden City.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Garden City [/TRIPLE] [ANW] Casa de muñecas was published in Garden City. [/ANW] 1077 words"
14-65,Casa de muñecas publishing place Sioux Falls,Casa de muñecas was published in Sioux Falls.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Sioux Falls [/TRIPLE] [ANW] Casa de muñecas was published in Sioux Falls. [/ANW] 1002 words"
14-66,Casa de muñecas publishing place Chatham,Casa de muñecas was published in Chatham.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Chatham [/TRIPLE] [ANW] Casa de muñecas was published in Chatham. [/ANW] 1007 words"
14-67,Casa de muñecas publishing place Portland,Casa de muñecas was published in Portland.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Portland [/TRIPLE] [ANW] Casa de muñecas was published in Portland. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] "
14-68,Casa de muñecas publishing place Oslo,Casa de muñecas was published in Oslo.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Oslo [/TRIPLE] [ANW] Casa de muñecas was published in Oslo. [/ANW] 1007 words"
14-69,Casa de muñecas publishing place Waiheke Island,Casa de muñecas was published on Waiheke Island.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Waiheke Island [/TRIPLE] [ANW] Casa de muñecas was published on Waiheke Island. [/ANW] 1027 words"
14-70,Casa de muñecas publishing place Amadāvāda,Casa de muñecas was published in Amadāvāda.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Amadāvāda [/TRIPLE] [ANW] Casa de muñecas was published in Amadāvāda. [/ANW] 1027 words"
14-71,Casa de muñecas publishing place Studio City,Casa de muñecas was published in Studio City.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Studio City [/TRIPLE] [ANW] Casa de muñecas was published in Studio City. [/ANW] 1002 words"
14-72,Casa de muñecas publishing place Puṇẽ,Casa de muñecas was published in Puṇẽ.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Puṇẽ [/TRIPLE] [ANW] Casa de muñecas was published in Puṇẽ. [/ANW] 1007 words"
14-73,Casa de muñecas publishing place Beṅgaḷūru,Casa de muñecas was published in Bengaluru.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Beṅgaḷūru [/TRIPLE] [ANW] Casa de muñecas was published in Bengaluru. [/ANW] 1027 words"
14-74,Casa de muñecas publishing place Droitwich,Casa de muñecas was published in Droitwich.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Droitwich [/TRIPLE] [ANW] Casa de muñecas was published in Droitwich. [/ANW] 1004 words"
14-75,Casa de muñecas publishing place Nyu Yor ̣,Casa de muñecas was published in Nyu Yor.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing place Nyu Yor ̣ [/TRIPLE] [ANW] Casa de muñecas was published in Nyu Yor. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 10"
14-76,Casa de muñecas publishing year 1996,Casa de muñecas was published in 1996.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1996 [/TRIPLE] [ANW] Casa de muñecas was published in 1996. [/ANW] 1007 words"
14-77,Casa de muñecas publishing year 2002,Casa de muñecas was published in 2002.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 2002 [/TRIPLE] [ANW] Casa de muñecas was published in 2002. [/ANW] 1077 words"
14-78,Casa de muñecas publishing year 1995,Casa de muñecas was published in 1995.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1995 [/TRIPLE] [ANW] Casa de muñecas was published in 1995. [/ANW] 1002 words"
14-79,Casa de muñecas publishing year 1993,Casa de muñecas was published in 1993.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1993 [/TRIPLE] [ANW] Casa de muñecas was published in 1993. [/ANW] 1007 words"
14-80,Casa de muñecas publishing year 1932,Casa de muñecas was published in 1932.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1932 [/TRIPLE] [ANW] Casa de muñecas was published in 1932. [/ANW] 1007 words"
14-81,Casa de muñecas publishing year 1999,Casa de muñecas was published in 1999.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1999 [/TRIPLE] [ANW] Casa de muñecas was published in 1999. [/ANW] 1007 words"
14-82,Casa de muñecas publishing year 1965,Casa de muñecas was published in 1965.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1965 [/TRIPLE] [ANW] Casa de muñecas was published in 1965. [/ANW] 1002 words"
14-83,Casa de muñecas publishing year 1950,Casa de muñecas was published in 1950.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1950 [/TRIPLE] [ANW] Casa de muñecas was published in 1950. [/ANW] 1007 words"
14-84,Casa de muñecas publishing year 1997,Casa de muñecas was published in 1997.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1997 [/TRIPLE] [ANW] Casa de muñecas was published in 1997. [/ANW] 1007 words"
14-85,Casa de muñecas publishing year 2004,Casa de muñecas was published in 2004.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 2004 [/TRIPLE] [ANW] Casa de muñecas was published in 2004. [/ANW] 1007 words"
14-86,Casa de muñecas publishing year 1972,Casa de muñecas was published in 1972.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1972 [/TRIPLE] [ANW] Casa de muñecas was published in 1972. [/ANW] 1027 words"
14-87,Casa de muñecas publishing year 1978,Casa de muñecas was published in 1978.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1978 [/TRIPLE] [ANW] Casa de muñecas was published in 1978. [/ANW] 1007 words"
14-88,Casa de muñecas publishing year 1982,Casa de muñecas was published in 1982.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1982 [/TRIPLE] [ANW] Casa de muñecas was published in 1982. [/ANW] 1027 words"
14-89,Casa de muñecas publishing year 2009,Casa de muñecas was published in 2009.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 2009 [/TRIPLE] [ANW] Casa de muñecas was published in 2009. [/ANW] 1002 words"
14-90,Casa de muñecas publishing year 1998,Casa de muñecas was published in 1998.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1998 [/TRIPLE] [ANW] Casa de muñecas was published in 1998. [/ANW] 1027 words"
14-91,Casa de muñecas publishing year 1946,Casa de muñecas was published in 1946.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1946 [/TRIPLE] [ANW] Casa de muñecas was published in 1946. [/ANW] 1002 words"
14-92,Casa de muñecas publishing year 1961,Casa de muñecas was published in 1961.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1961 [/TRIPLE] [ANW] Casa de muñecas was published in 1961. [/ANW] 1027 words"
14-93,Casa de muñecas publishing year 1910,Casa de muñecas was published in 1910.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1910 [/TRIPLE] [ANW] Casa de muñecas was published in 1910. [/ANW] 1002 words"
14-94,Casa de muñecas publishing year 1907,Casa de muñecas was published in 1907.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1907 [/TRIPLE] [ANW] Casa de muñecas was published in 1907. [/ANW] 1002 words"
14-95,Casa de muñecas publishing year 1908,Casa de muñecas was published in 1908.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing year 1908 [/TRIPLE] [ANW] Casa de muñecas was published in 1908. [/ANW] 1007 words"
15-0,books has topic Stanisław Lem,The book has the topic of Stanisław Lem.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Stanisław Lem [/TRIPLE] [ANW] The book has the topic of Stanisław Lem. [/ANW] 1002 words"
15-1,books has topic Hans Wollschläger,Hans Wollschläger is the topic of a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Hans Wollschläger [/TRIPLE] [ANW] Hans Wollschläger is the topic of a book. [/ANW] 1027 words"
15-2,books has topic Wilfrid Sheed,Wilfrid Sheed is the topic of a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Wilfrid Sheed [/TRIPLE] [ANW] Wilfrid Sheed is the topic of a book. [/ANW] 1027 words"
15-3,books has topic Mavis Gallant,Mavis Gallant is a topic in books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Mavis Gallant [/TRIPLE] [ANW] Mavis Gallant is a topic in books. [/ANW] 1077 words"
15-4,books has topic André Kertész,The book has the topic of André Kertész.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic André Kertész [/TRIPLE] [ANW] The book has the topic of André Kertész. [/ANW] 1007 words"
15-5,books has topic Maria Czapska,The book has the topic of Maria Czapska.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Maria Czapska [/TRIPLE] [ANW] The book has the topic of Maria Czapska. [/ANW] 1027 words"
15-6,books has topic Jean-Louis Bailly,The book has a topic of Jean-Louis Bailly.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Jean-Louis Bailly [/TRIPLE] [ANW] The book has a topic of Jean-Louis Bailly. [/ANW] 1007 words"
15-7,books has topic Richard Scarry,Richard Scarry is the author of many books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Richard Scarry [/TRIPLE] [ANW] Richard Scarry is the author of many books. [/ANW] 1027 words"
15-8,books has topic Jennifer Donnelly,Jennifer Donnelly is the author of a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Jennifer Donnelly [/TRIPLE] [ANW] Jennifer Donnelly is the author of a book. [/ANW] 1077 words"
15-9,books has topic Martin Amis,Martin Amis is a topic of books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Martin Amis [/TRIPLE] [ANW] Martin Amis is a topic of books. [/ANW] 1002 words"
15-10,books has topic Louis MacNeice,Louis MacNeice is a topic of books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Louis MacNeice [/TRIPLE] [ANW] Louis MacNeice is a topic of books. [/ANW] 1077 words"
15-11,books has topic Anthony Burgess,Anthony Burgess is the author of several books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Anthony Burgess [/TRIPLE] [ANW] Anthony Burgess is the author of several books. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words"
15-12,books has topic Keri Smith,Keri Smith is the author of a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Keri Smith [/TRIPLE] [ANW] Keri Smith is the author of a book. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 10"
