id,input,prediction,generation
2-1,banat has topic Johann Lippet,Johann Lippet is a topic of Banat.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] banat has topic Johann Lippet [/TRIPLE] [ANW] Johann Lippet is a topic of Banat. [/ANW] </s> [INST] Given the following context: ""The 1954 New York Giants season was their 2nd season in the NFL and they finished with a record of 6 wins, 7 losses and 1 tie. The team played their home games at the Polo Grounds."" What is the record for the 1954 New York Giants? [/INST] [ANW] The 1954 New York Giants had a record of 6 wins, 7 losses and 1 tie. [/ANW] </s> [INST] Given the following context about the movie ""The Great Escape"": It stars Steve McQueen, James"
2-2,banat has topic Die Tür zur hinteren Küche: Roman,Die Tür zur hinteren Küche is a novel about Banat.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] banat has topic Die Tür zur hinteren Küche: Roman [/TRIPLE] [ANW] Die Tür zur hinteren Küche is a novel about Banat. [/ANW] </s> <s> [INST] The city of Maastricht, Netherlands is the location of the Maas River. [/INST] [ANW] The Maas river is located in Maastricht, Netherlands. [/ANW] </s> <s> [INST] The 1986 World Cup was held in Mexico. [/INST] [ANW] The 1986 World Cup was held in Mexico. [/ANW] </s> <s> [INST] The 2014 Winter Olympics will be held in Sochi, Russia. [/INST] [ANW"
3-0,"Travel Books and Other Writings, 1916-1941 has topic american fiction in english","The book Travel Books and Other Writings, 1916-1941 is about American fiction written in English.","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Travel Books and Other Writings, 1916-1941 has topic american fiction in english [/TRIPLE] [ANW] The book Travel Books and Other Writings, 1916-1941 is about American fiction written in English. [/ANW] </s> <s> [INST] The 2015 population of the city of New York is 8,537,673. [/INST] [ANW] In 2015, the population of New York City was 8,537,673. [/ANW] </s> <s> [INST] The 2011 population of the city of New York was 8,175,133"
4-0,travel books has topic Steven V. Roberts,The topic of travel books is Steven V. Roberts.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] travel books has topic Steven V. Roberts [/TRIPLE] [ANW] The topic of travel books is Steven V. Roberts. [/ANW] </s> <s> [INST] The name of the restaurant is The Rice Boat and it is located at 1001 E Broadway. [/INST] [ANW] The Rice Boat can be found at 1001 E Broadway. [/ANW] </s> <s> [INST] The address of the hotel called Hotel de la Cuesta is 436 Orange Street, Santa Barbara, CA. [/INST] [ANW] Hotel de la Cuesta's address is 436 Orange Street, Santa Barbara, CA. [/ANW] </s> <s> [INST] The name of the person who"
4-1,travel books has topic Jancis Robinson,Travel books can include information about Jancis Robinson.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] travel books has topic Jancis Robinson [/TRIPLE] [ANW] Travel books can include information about Jancis Robinson. [/ANW] </s> <s> [INST] The 2015 FIBA Asia Cup was held in which city? [/INST] [ANW] The 2015 FIBA Asia Cup was held in Doha, Qatar. [/ANW] </s> <s> [INST] What is the name of the person who was a member of the band The Shadows and also worked with Cliff Richard? [/INST] [ANW] The member of the band The Shadows who also worked with Cliff Richard was Hank Shaw. [/ANW] </s> <s> [INST] What is the name of the person who plays for the"
4-2,travel books has topic WineTrails of Washington: A guide for uncorking your memorable wine tour,Wine Trails of Washington: A guide for uncorking your memorable wine tour is a topic of travel books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] travel books has topic WineTrails of Washington: A guide for uncorking your memorable wine tour [/TRIPLE] [ANW] Wine Trails of Washington: A guide for uncorking your memorable wine tour is a topic of travel books. [/ANW] </s> <s> [INST] The 2015 World Series of Poker Main Event took place in Las Vegas, Nevada. [/INST] [ANW] The 2015 World Series of Poker Main Event was held in Las Vegas, Nevada. [/ANW] </s> <s> [INST] The 2016 Summer Olympics will be held in Rio de Janeiro, Brazil. [/INST] [ANW] The 2016 Summer Olympics will take place in Rio de Janeiro, Brazil. [/"
4-3,travel books has topic WineTrails of Walla Walla: A Guide for Uncorking Your Memorable Wine Tour,Travel books include Wine Trails of Walla Walla: A Guide for Uncorking Your Memorable Wine Tour.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] travel books has topic WineTrails of Walla Walla: A Guide for Uncorking Your Memorable Wine Tour [/TRIPLE] [ANW] Travel books include Wine Trails of Walla Walla: A Guide for Uncorking Your Memorable Wine Tour. [/ANW] </s> <s> [INST] The city of New York is home to the Statue of Liberty and is located on an island. [/INST] [ANW] The Statue of Liberty is found in New York which is situated on an island. [/ANW] </s> <s> [INST] The 1994 World Cup was won by Brazil. [/INST] [ANW] Brazil won the 1994 World Cup. [/ANW] </s> <s> [INST]"
4-4,travel books has topic American Wine: The Ultimate Companion to the Wines and Wineries of the United States,American Wine: The Ultimate Companion to the Wines and Wineries of the United States is a travel book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] travel books has topic American Wine: The Ultimate Companion to the Wines and Wineries of the United States [/TRIPLE] [ANW] American Wine: The Ultimate Companion to the Wines and Wineries of the United States is a travel book. [/ANW] </s> <s> [INST] What is the first name of the person who played the role of Dr. John Watson in the TV series Elementary? [/INST] [ANW] Jonny Lee Miller played Dr John Watson in Elementary. [/ANW] </s> <s> [INST] What is the last name of the person who was the 13th Prime Minister of New Zealand? [/INST] [ANW] The last name of the 13th Prime Minister of New Zealand was Fisher. [/ANW]"
5-0,transylvania has topic Dervla Murphy,Dervla Murphy is a topic of Transylvania.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] transylvania has topic Dervla Murphy [/TRIPLE] [ANW] Dervla Murphy is a topic of Transylvania. [/ANW] </s> [INST] Given the following context: ""The 1985 film ""The Goonies"" was directed by Richard Donner and stars Sean Astin, who plays the character of Mikey Walsh. The film tells the story of a group of kids who discover a map leading to a treasure chest hidden by pirates. "" [/INST] [ANW] Sean Astin played the character of Mikey Walsh in the 1985 film ""The Goonies"", which was directed by Richard Donner. The film is about a group of kids who discover a map leading to a treasure chest hidden by pirates. [/ANW] </s"
5-1,transylvania has topic Transylvania and beyond,Transylvania and beyond is a topic of Transylvania.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] transylvania has topic Transylvania and beyond [/TRIPLE] [ANW] Transylvania and beyond is a topic of Transylvania. [/ANW] </s> <s> [INST] The city of Puebla, Mexico is located in which state? [/INST] [ANW] The city of Puebla is located in the state of Puebla, Mexico. [/ANW] </s> <s> [INST] What is the name of the person who plays the character of the 'Pilot'? [/INST] [ANW] The actor who plays the character of the Pilot is James Wainwright. [/ANW] </s> <s> [INST] Who directed the 1986 film The Secret of Roan Inish? [/INST] [ANW"
6-0,morocco has topic Thomas Boberg,Morocco is a country that has the topic of Thomas Boberg.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Thomas Boberg [/TRIPLE] [ANW] Morocco is a country that has the topic of Thomas Boberg. [/ANW] </s> <s> [INST] The name of the first permanent settlement in New Zealand was founded in 1819 by the Englishman, Thomas Kendall. [/INST] [ANW] The first permanent settlement in New Zealand was founded in 1819 by the Englishman, Thomas Kendall. [/ANW] </s> <s> [INST] The population of the city of San Francisco is 800000. [/INST] [ANW] The population of San Francisco is 800000. [/ANW] </s> <s> [INST] The population of the city of"
6-1,morocco has topic Abel Paz,Abel Paz is a topic in Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Abel Paz [/TRIPLE] [ANW] Abel Paz is a topic in Morocco. [/ANW] </s> [INST] The first name of the person who wrote ""The White Company"" was Arthur. [/INST] [ANW] The author of ""The White Company"" was Arthur. [/ANW] </s> [INST] The 1984 Summer Olympics were held in Los Angeles, California. [/INST] [ANW] The 1984 Summer Olympics were held in Los Angeles, CA. [/ANW] </s> [INST] The 2016 Rio Olympics will be held on August 5th. [/INST] [ANW] The 2016 Rio Olympics will take place on August 5th. [/"
6-2,morocco has topic Salvador Dalí,Morocco is a country that has a topic called Salvador Dali.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Salvador Dalí [/TRIPLE] [ANW] Morocco is a country that has a topic called Salvador Dali. [/ANW] </s> [INST] Given the following facts, what is the birth name of the person who wrote 'The Adventures of Tintin'? : The Adventures of Tintin was written by Hergé and his birth name was Georges Remi. [/INST] [ANW] The Adventures of Tintin was written by Hergé whose birth name was Georges Remi. [/ANW] </s> [INST] What is the answer to question 21 on the math test? [/INST] [ANW] I'm sorry, but there is no information provided about a math test or its questions. Therefore, it's impossible for me to"
6-3,morocco has topic Mohamed Mrabet,One of the topics in Morocco is Mohamed Mrabet.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Mohamed Mrabet [/TRIPLE] [ANW] One of the topics in Morocco is Mohamed Mrabet. [/ANW] </s> [INST] The 1985 World Series was held at the Astrodome. [/INST] [ANW] The 1985 World Series was held at the Astrodome. [/ANW] </s> [INST] The 2013 Nobel Peace Prize was awarded to Kailash Satyarthi and Shirin Ebadi. [/INST] [ANW] Kailash Satyarthi and Shirin Ebadi were both recipients of the 2013 Nobel Peace Prize. [/ANW] </s> [INST] The 2016 Summer Olympics will be held in Rio de"
6-4,morocco has topic Fiona McIntosh,Fiona McIntosh is a topic of Morocco.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Fiona McIntosh [/TRIPLE] [ANW] Fiona McIntosh is a topic of Morocco. [/ANW] </s> [INST] Given the following context: ""The 1984 Summer Olympics were held in Los Angeles, California."" What is the answer to the question: Where did the 1984 Summer Olympics take place? [/INST] [ANW] The 1984 Summer Olympics took place in Los Angeles, California. [/ANW] </s> [INST] Given the following context: ""The 2016 Summer Paralympics will be held in Rio de Janeiro, Brazil from September 7th to 18th, 2016."" In what year will the next Summer Paralympics be held?"
6-5,morocco has topic Richard Francis Burton,One of the topics that can be found in Morocco is Richard Francis Burton.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Richard Francis Burton [/TRIPLE] [ANW] One of the topics that can be found in Morocco is Richard Francis Burton. [/ANW] </s> [INST] Given the following facts, what is the average number of students per class at a school with 102 classes and 1900 students? Please respond by stating the number only. [/INST] 18.81 [/s] [INST] What is the average number of students per class at a school with 102 classes and 1900 students? [/INST] 18.63 [/s] [INST] There are 1900 students in 102 classes. How many students are there on average per class? [/INST] 18."
6-6,morocco has topic Olivier Todd,Morocco is a country where Olivier Todd is a topic.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Olivier Todd [/TRIPLE] [ANW] Morocco is a country where Olivier Todd is a topic. [/ANW] </s> [INST] The population of the city of Tlalnepantla, State of Mexico, is 175000. [/INST] [ANW] The population of Tlalnepantla, State of Mexico, is 175000. [/ANW] </s> [INST] The population of the city of Tlalnepantla, State of Mexico, is 175000. [/INST] [ANW] Tlalnepantla, State of Mexico has a population of 175000. [/ANW] </s>"
6-7,morocco has topic Steffen Kopetzky,Morocco is a country that has Steffen Kopetzky as a topic.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] morocco has topic Steffen Kopetzky [/TRIPLE] [ANW] Morocco is a country that has Steffen Kopetzky as a topic. [/ANW] </s> <s> [INST] The 1987 World Series was played between the Oakland Athletics and the St Louis Cardinals. [/INST] [ANW] The 1987 World Series was played between the Oakland Athletics and the St Louis Cardinals. [/ANW] </s> <s> [INST] The 2014-15 season of the National League was the 136th season. [/INST] [ANW] The 2014-15 season of the National League was the 136th season. [/ANW] </s> <s"
